id,start_year,start_month,end_year,end_month
481,1987.0,4,1993.0,3
481,1994.0,3,1999.0,2
481,1999.0,2,2011.0,5
482,2012.0,12,2016.0,1
483,1997.0,5,2003.0,4
483,2004.0,4,2009.0,1
484,2000.0,4,2006.0,3
485,1997.0,5,2003.0,5
485,2003.0,5,2008.0,7
485,2008.0,7,2012.0,1
486,2005.0,12,2011.0,2
487,2009.0,7,2013.0,3
488,2005.0,12,2011.0,5
489,1986.0,5,1992.0,10
489,1993.0,10,1998.0,12
489,1998.0,12,2010.0,9
490,2006.0,7,2010.0,4
491,2000.0,5,2006.0,7
492,1994.0,5,2000.0,11
492,2001.0,11,2006.0,4
492,2007.0,4,2011.0,5
493,2004.0,12,2010.0,4
494,2006.0,5,2010.0,7
495,2012.0,12,2016.0,10
496,2004.0,12,2010.0,9
497,1994.0,7,2000.0,4
497,2001.0,4,2006.0,8
497,2006.0,8,2010.0,1
498,1992.0,12,1998.0,2
498,1998.0,2,2003.0,10
498,2004.0,10,2016.0,11
499,2000.0,5,2006.0,7
500,1994.0,12,2000.0,12
500,2001.0,12,2006.0,5
500,2006.0,5,2010.0,6
501,2012.0,4,2016.0,1
502,2008.0,4,2012.0,9
503,1992.0,4,1998.0,3
503,1998.0,3,2003.0,6
503,2003.0,6,2015.0,5
504,2005.0,5,2011.0,4
505,1990.0,7,1996.0,6
505,1996.0,6,2001.0,4
505,2001.0,4,2013.0,1
506,1993.0,4,1999.0,1
506,1999.0,1,2004.0,7
506,2004.0,7,2016.0,4
507,2011.0,5,2015.0,1
508,2007.0,5,2011.0,6
509,2003.0,5,2009.0,8
511,2007.0,5,2011.0,7
512,2000.0,4,2006.0,9
513,2000.0,5,2006.0,8
514,1992.0,5,1998.0,5
514,1999.0,5,2004.0,9
514,2004.0,9,2016.0,9
515,2009.0,7,2013.0,12
516,2008.0,12,2012.0,4
517,1989.0,5,1995.0,4
517,1995.0,4,2000.0,12
517,2001.0,12,2013.0,11
518,2005.0,12,2011.0,3
519,1986.0,12,1992.0,2
519,1993.0,2,1998.0,3
519,1998.0,3,2010.0,8
520,1998.0,12,2004.0,2
520,2005.0,2,2010.0,10
520,2011.0,10,2012.0,2
521,1994.0,12,2000.0,8
521,2001.0,8,2006.0,8
521,2006.0,8,2010.0,2
522,2008.0,4,2012.0,11
523,2011.0,7,2015.0,9
524,1997.0,12,2003.0,10
524,2004.0,10,2009.0,9
524,2010.0,9,2011.0,7
525,2006.0,5,2010.0,11
526,2003.0,12,2009.0,6
528,2002.0,4,2008.0,4
529,2001.0,12,2007.0,2
530,1997.0,12,2003.0,11
530,2003.0,11,2008.0,9
530,2008.0,9,2012.0,2
531,2004.0,5,2010.0,9
532,2001.0,5,2007.0,7
533,2005.0,7,2011.0,8
535,1998.0,5,2004.0,10
535,2005.0,10,2010.0,11
535,2011.0,11,2012.0,2
536,1996.0,12,2002.0,11
536,2003.0,11,2008.0,2
536,2008.0,2,2012.0,11
537,2011.0,12,2015.0,7
538,1987.0,12,1993.0,2
538,1994.0,2,1999.0,3
538,1999.0,3,2011.0,8
539,1995.0,5,2001.0,6
539,2001.0,6,2006.0,2
539,2007.0,2,2011.0,5
540,1992.0,5,1998.0,4
540,1998.0,4,2003.0,6
540,2004.0,6,2016.0,1
541,2002.0,12,2008.0,4
542,2012.0,12,2016.0,10
543,2008.0,12,2012.0,2
544,1992.0,12,1998.0,11
544,1998.0,11,2003.0,9
544,2003.0,9,2015.0,10
545,2004.0,12,2010.0,4
546,2005.0,4,2011.0,2
547,2007.0,4,2011.0,8
548,1992.0,4,1998.0,12
548,1998.0,12,2003.0,12
548,2003.0,12,2015.0,8
549,2008.0,12,2012.0,3
550,2007.0,12,2011.0,6
551,1991.0,7,1997.0,4
551,1997.0,4,2002.0,7
551,2003.0,7,2015.0,3
554,2010.0,12,2014.0,11
555,2002.0,12,2008.0,1
556,2005.0,12,2011.0,2
557,2001.0,5,2007.0,9
558,2009.0,5,2013.0,12
559,2008.0,12,2012.0,5
560,2000.0,7,2006.0,5
561,2008.0,12,2012.0,10
562,2008.0,5,2012.0,3
563,2002.0,12,2008.0,9
564,1996.0,12,2002.0,6
564,2003.0,6,2008.0,5
564,2008.0,5,2012.0,9
565,1998.0,5,2004.0,11
565,2004.0,11,2009.0,11
566,2008.0,12,2012.0,3
567,1988.0,12,1994.0,5
567,1994.0,5,1999.0,9
567,2000.0,9,2012.0,6
568,2012.0,12,2016.0,1
569,1994.0,5,2000.0,12
569,2000.0,12,2005.0,2
569,2005.0,2,2017.0,4
570,2004.0,4,2010.0,1
572,1992.0,12,1998.0,5
572,1999.0,5,2004.0,11
572,2004.0,11,2016.0,3
573,1997.0,5,2003.0,8
573,2004.0,8,2009.0,8
574,2006.0,12,2010.0,9
575,2004.0,5,2010.0,1
576,1999.0,12,2005.0,12
577,1996.0,5,2002.0,3
577,2002.0,3,2007.0,7
577,2007.0,7,2011.0,4
578,2012.0,12,2016.0,12
579,1997.0,12,2003.0,5
579,2003.0,5,2008.0,3
579,2008.0,3,2012.0,1
580,1987.0,12,1993.0,8
580,1993.0,8,1998.0,11
580,1998.0,11,2010.0,8
581,2000.0,5,2006.0,1
582,2001.0,12,2007.0,9
583,1997.0,5,2003.0,3
583,2003.0,3,2008.0,10
583,2008.0,10,2012.0,12
584,2003.0,5,2009.0,2
585,2011.0,5,2015.0,2
586,2003.0,5,2009.0,5
587,1999.0,12,2005.0,6
587,2005.0,6,2010.0,8
587,2011.0,8,2012.0,9
588,2006.0,5,2010.0,5
589,1993.0,12,1999.0,1
589,2000.0,1,2005.0,12
589,2006.0,12,2010.0,5
590,1997.0,4,2003.0,7
590,2003.0,7,2008.0,12
591,2001.0,4,2007.0,10
592,1998.0,12,2004.0,2
592,2004.0,2,2009.0,5
593,2001.0,5,2007.0,10
594,1991.0,5,1997.0,1
594,1998.0,1,2003.0,12
594,2003.0,12,2015.0,9
595,2010.0,12,2014.0,10
597,2005.0,4,2011.0,3
598,1987.0,12,1993.0,9
598,1993.0,9,1998.0,11
598,1998.0,11,2010.0,3
599,1993.0,5,1999.0,2
599,2000.0,2,2005.0,5
599,2006.0,5,2010.0,4
600,2010.0,12,2014.0,11
601,1997.0,5,2003.0,11
601,2003.0,11,2008.0,8
602,2001.0,12,2007.0,4
603,1998.0,4,2004.0,5
603,2004.0,5,2009.0,12
604,1991.0,12,1997.0,9
604,1998.0,9,2003.0,7
604,2003.0,7,2015.0,11
605,2011.0,5,2015.0,11
606,1999.0,7,2005.0,4
606,2005.0,4,2010.0,10
606,2010.0,10,2011.0,12
607,2003.0,7,2009.0,10
608,2008.0,12,2012.0,8
609,1988.0,12,1994.0,11
609,1995.0,11,2000.0,11
609,2000.0,11,2012.0,11
610,1996.0,12,2002.0,5
610,2002.0,5,2007.0,11
610,2007.0,11,2011.0,9
611,1997.0,5,2003.0,11
611,2003.0,11,2008.0,8
612,2004.0,5,2010.0,6
613,1995.0,12,2001.0,6
613,2001.0,6,2006.0,6
613,2007.0,6,2011.0,10
614,2003.0,4,2009.0,6
615,1995.0,12,2001.0,5
615,2001.0,5,2006.0,11
615,2007.0,11,2011.0,5
616,2002.0,5,2008.0,5
617,1994.0,12,2000.0,9
617,2001.0,9,2006.0,2
617,2007.0,2,2011.0,2
618,2006.0,7,2010.0,11
619,2002.0,12,2008.0,7
620,1999.0,5,2005.0,5
621,1999.0,12,2005.0,10
621,2005.0,10,2010.0,2
621,2011.0,2,2012.0,12
623,1992.0,5,1998.0,8
623,1999.0,8,2004.0,3
623,2004.0,3,2016.0,10
624,1993.0,12,1999.0,10
624,1999.0,10,2004.0,6
624,2004.0,6,2016.0,6
625,2004.0,5,2010.0,8
626,1991.0,5,1997.0,6
626,1997.0,6,2002.0,11
626,2003.0,11,2015.0,10
627,2010.0,12,2014.0,1
628,2012.0,12,2016.0,4
629,1995.0,12,2001.0,1
629,2002.0,1,2007.0,1
629,2007.0,1,2011.0,9
630,2005.0,12,2011.0,6
631,2009.0,12,2013.0,8
632,2011.0,12,2015.0,11
633,2000.0,5,2006.0,7
634,2002.0,5,2008.0,6
635,1995.0,5,2001.0,3
635,2001.0,3,2006.0,3
635,2006.0,3,2010.0,9
636,1990.0,4,1996.0,9
636,1997.0,9,2002.0,6
636,2002.0,6,2014.0,1
638,1998.0,4,2004.0,11
638,2005.0,11,2010.0,2
638,2011.0,2,2012.0,9
639,2003.0,12,2009.0,11
640,1998.0,12,2004.0,7
640,2004.0,7,2009.0,2
641,2005.0,12,2011.0,4
642,1988.0,12,1994.0,5
642,1994.0,5,1999.0,6
642,1999.0,6,2011.0,5
643,1998.0,7,2004.0,7
643,2004.0,7,2009.0,6
644,2004.0,5,2010.0,3
645,1996.0,5,2002.0,7
645,2002.0,7,2007.0,11
645,2008.0,11,2012.0,1
646,2007.0,12,2011.0,3
647,2011.0,12,2015.0,12
648,2007.0,4,2011.0,11
649,1995.0,12,2001.0,8
649,2002.0,8,2007.0,11
649,2007.0,11,2011.0,1
650,2007.0,5,2011.0,5
651,2004.0,5,2010.0,3
652,1998.0,5,2004.0,9
652,2004.0,9,2009.0,2
652,2010.0,2,2011.0,10
653,1996.0,5,2002.0,9
653,2002.0,9,2007.0,2
653,2007.0,2,2011.0,7
654,1993.0,12,1999.0,12
654,2000.0,12,2005.0,9
654,2006.0,9,2010.0,4
655,2000.0,5,2006.0,2
656,2006.0,4,2010.0,10
659,2004.0,12,2010.0,5
660,1998.0,12,2004.0,3
660,2004.0,3,2009.0,7
661,1993.0,12,1999.0,6
661,1999.0,6,2004.0,7
661,2004.0,7,2016.0,3
662,2007.0,12,2011.0,2
663,2006.0,12,2010.0,12
664,2010.0,5,2014.0,10
665,1998.0,4,2004.0,9
665,2004.0,9,2009.0,3
666,1997.0,5,2003.0,5
666,2004.0,5,2009.0,10
666,2010.0,10,2011.0,3
667,2000.0,5,2006.0,10
668,1999.0,12,2005.0,10
668,2005.0,10,2010.0,6
668,2010.0,6,2011.0,10
669,1998.0,12,2004.0,6
669,2004.0,6,2009.0,10
670,1995.0,12,2001.0,11
670,2002.0,11,2007.0,7
670,2007.0,7,2011.0,12
671,2001.0,12,2007.0,12
672,1990.0,5,1996.0,9
672,1996.0,9,2001.0,5
672,2002.0,5,2014.0,4
673,2010.0,7,2014.0,10
674,2011.0,12,2015.0,10
675,1995.0,5,2001.0,9
675,2001.0,9,2006.0,1
675,2006.0,1,2010.0,4
676,1988.0,5,1994.0,8
676,1994.0,8,1999.0,7
676,1999.0,7,2011.0,2
677,1992.0,4,1998.0,7
677,1998.0,7,2003.0,9
677,2004.0,9,2016.0,7
678,2010.0,12,2014.0,6
679,1991.0,12,1997.0,6
679,1997.0,6,2002.0,3
679,2002.0,3,2014.0,12
680,1989.0,12,1995.0,7
680,1996.0,7,2001.0,6
680,2002.0,6,2014.0,11
681,2010.0,12,2014.0,2
682,2002.0,12,2008.0,2
683,1989.0,4,1995.0,7
683,1995.0,7,2000.0,4
683,2000.0,4,2012.0,6
684,1988.0,4,1994.0,3
684,1995.0,3,2000.0,5
684,2000.0,5,2012.0,7
685,1991.0,12,1997.0,2
685,1998.0,2,2003.0,1
685,2003.0,1,2015.0,10
686,1992.0,5,1998.0,5
686,1999.0,5,2004.0,2
686,2005.0,2,2017.0,6
687,2006.0,12,2010.0,1
688,2011.0,12,2015.0,6
689,2003.0,12,2009.0,6
690,2010.0,4,2014.0,2
691,1990.0,5,1996.0,9
691,1996.0,9,2001.0,1
691,2002.0,1,2014.0,5
692,1993.0,12,1999.0,6
692,1999.0,6,2004.0,9
692,2004.0,9,2016.0,4
693,1989.0,12,1995.0,7
693,1996.0,7,2001.0,11
693,2001.0,11,2013.0,6
694,2000.0,12,2006.0,11
695,2009.0,7,2013.0,3
696,1991.0,12,1997.0,6
696,1997.0,6,2002.0,11
696,2003.0,11,2015.0,7
697,2010.0,12,2014.0,9
699,2004.0,5,2010.0,4
700,1989.0,7,1995.0,1
700,1995.0,1,2000.0,3
700,2000.0,3,2012.0,1
701,1988.0,5,1994.0,7
701,1994.0,7,1999.0,5
701,1999.0,5,2011.0,4
702,1990.0,5,1996.0,10
702,1996.0,10,2001.0,3
702,2001.0,3,2013.0,1
703,2001.0,7,2007.0,3
704,1993.0,12,1999.0,2
704,1999.0,2,2004.0,12
704,2004.0,12,2016.0,2
705,1990.0,12,1996.0,9
705,1997.0,9,2002.0,12
705,2002.0,12,2014.0,3
706,1991.0,4,1997.0,3
706,1997.0,3,2002.0,8
706,2002.0,8,2014.0,7
707,1986.0,4,1992.0,2
707,1992.0,2,1997.0,1
707,1997.0,1,2009.0,7
708,1998.0,7,2004.0,12
708,2004.0,12,2009.0,2
709,1994.0,5,2000.0,4
709,2001.0,4,2006.0,6
709,2007.0,6,2011.0,9
711,2005.0,12,2011.0,12
712,1990.0,5,1996.0,6
712,1996.0,6,2001.0,4
712,2001.0,4,2013.0,6
713,2012.0,5,2016.0,8
714,1989.0,5,1995.0,11
714,1996.0,11,2001.0,4
714,2002.0,4,2014.0,7
715,2008.0,5,2012.0,10
716,1997.0,4,2003.0,6
716,2004.0,6,2009.0,9
717,1995.0,7,2001.0,4
717,2001.0,4,2006.0,3
717,2006.0,3,2010.0,10
718,2004.0,12,2010.0,2
719,2001.0,12,2007.0,5
720,2007.0,12,2011.0,3
721,2001.0,5,2007.0,5
722,2009.0,12,2013.0,7
723,2003.0,12,2009.0,9
724,1994.0,5,2000.0,3
724,2000.0,3,2005.0,1
724,2006.0,1,2010.0,7
725,1991.0,4,1997.0,11
725,1998.0,11,2003.0,5
725,2003.0,5,2015.0,2
726,1999.0,5,2005.0,8
726,2005.0,8,2010.0,9
726,2011.0,9,2012.0,1
727,2011.0,12,2015.0,7
728,2010.0,12,2014.0,7
729,2008.0,7,2012.0,7
730,2009.0,5,2013.0,11
731,1990.0,12,1996.0,10
731,1997.0,10,2002.0,10
731,2002.0,10,2014.0,6
732,2008.0,12,2012.0,6
733,1995.0,12,2001.0,8
733,2001.0,8,2006.0,3
733,2007.0,3,2011.0,7
734,1993.0,12,1999.0,11
734,1999.0,11,2004.0,11
734,2004.0,11,2016.0,10
735,2000.0,5,2006.0,4
737,1988.0,12,1994.0,11
737,1995.0,11,2000.0,7
737,2000.0,7,2012.0,1
738,1988.0,12,1994.0,12
738,1994.0,12,1999.0,10
738,1999.0,10,2011.0,9
739,1990.0,12,1996.0,8
739,1997.0,8,2002.0,10
739,2002.0,10,2014.0,11
740,2012.0,12,2016.0,2
741,2001.0,12,2007.0,9
742,1995.0,5,2001.0,6
742,2001.0,6,2006.0,7
742,2007.0,7,2011.0,12
743,1996.0,5,2002.0,4
743,2003.0,4,2008.0,3
743,2008.0,3,2012.0,9
744,2003.0,12,2009.0,2
745,2007.0,5,2011.0,9
746,1988.0,5,1994.0,1
746,1994.0,1,1999.0,6
746,2000.0,6,2012.0,9
747,1990.0,12,1996.0,1
747,1997.0,1,2002.0,11
747,2003.0,11,2015.0,4
748,2000.0,12,2006.0,1
749,1995.0,12,2001.0,6
749,2002.0,6,2007.0,11
749,2008.0,11,2012.0,9
750,2012.0,5,2016.0,11
751,2008.0,12,2012.0,9
752,2012.0,5,2016.0,6
753,2004.0,12,2010.0,3
754,1996.0,12,2002.0,1
754,2003.0,1,2008.0,6
755,1986.0,5,1992.0,3
755,1993.0,3,1998.0,11
755,1998.0,11,2010.0,10
756,1999.0,12,2005.0,12
757,1995.0,4,2001.0,5
757,2001.0,5,2006.0,11
757,2006.0,11,2010.0,12
758,1992.0,5,1998.0,6
758,1998.0,6,2003.0,2
758,2004.0,2,2016.0,1
759,2002.0,12,2008.0,5
760,2006.0,12,2010.0,1
761,1998.0,12,2004.0,4
761,2005.0,4,2010.0,6
761,2011.0,6,2012.0,10
762,2001.0,12,2007.0,7
763,2011.0,12,2015.0,8
764,1989.0,12,1995.0,6
764,1995.0,6,2000.0,6
764,2000.0,6,2012.0,8
765,2006.0,5,2010.0,9
766,1992.0,5,1998.0,3
766,1998.0,3,2003.0,10
766,2004.0,10,2016.0,10
767,2010.0,5,2014.0,6
768,2008.0,12,2012.0,3
769,1998.0,12,2004.0,3
769,2004.0,3,2009.0,2
770,1993.0,7,1999.0,5
770,1999.0,5,2004.0,7
770,2005.0,7,2017.0,8
771,1992.0,12,1998.0,11
771,1998.0,11,2003.0,1
771,2004.0,1,2016.0,2
772,1999.0,5,2005.0,4
773,2003.0,5,2009.0,8
774,2012.0,5,2016.0,10
775,1994.0,12,2000.0,4
775,2000.0,4,2005.0,11
775,2005.0,11,2017.0,9
776,1993.0,12,1999.0,12
776,1999.0,12,2004.0,3
776,2005.0,3,2017.0,5
777,1989.0,12,1995.0,11
777,1996.0,11,2001.0,5
777,2002.0,5,2014.0,2
778,2003.0,4,2009.0,4
779,2001.0,5,2007.0,11
780,2004.0,12,2010.0,10
781,2008.0,12,2012.0,10
782,2011.0,12,2015.0,3
783,1995.0,12,2001.0,2
783,2001.0,2,2006.0,12
783,2007.0,12,2011.0,1
784,2002.0,5,2008.0,8
785,2002.0,4,2008.0,11
786,2009.0,5,2013.0,10
787,1990.0,12,1996.0,6
787,1996.0,6,2001.0,10
787,2001.0,10,2013.0,10
788,1995.0,5,2001.0,4
788,2001.0,4,2006.0,1
788,2006.0,1,2010.0,12
789,1990.0,7,1996.0,10
789,1996.0,10,2001.0,9
789,2001.0,9,2013.0,3
790,1992.0,5,1998.0,12
790,1998.0,12,2003.0,2
790,2003.0,2,2015.0,1
791,2007.0,7,2011.0,11
792,2001.0,12,2007.0,9
793,2001.0,12,2007.0,5
795,1999.0,12,2005.0,8
796,2002.0,7,2008.0,6
797,2001.0,12,2007.0,5
798,2000.0,5,2006.0,4
799,1998.0,5,2004.0,10
799,2004.0,10,2009.0,5
800,1989.0,7,1995.0,1
800,1995.0,1,2000.0,7
800,2000.0,7,2012.0,8
801,2010.0,12,2014.0,12
802,2003.0,12,2009.0,4
803,1996.0,12,2002.0,12
803,2002.0,12,2007.0,4
803,2008.0,4,2012.0,2
804,1994.0,4,2000.0,4
804,2000.0,4,2005.0,9
804,2005.0,9,2017.0,5
805,1993.0,7,1999.0,10
805,1999.0,10,2004.0,8
805,2005.0,8,2017.0,12
806,1988.0,5,1994.0,7
806,1995.0,7,2000.0,11
806,2000.0,11,2012.0,8
807,1988.0,4,1994.0,2
807,1995.0,2,2000.0,3
807,2001.0,3,2013.0,4
808,1988.0,5,1994.0,7
808,1994.0,7,1999.0,11
808,1999.0,11,2011.0,12
809,2012.0,12,2016.0,1
810,1996.0,4,2002.0,5
810,2003.0,5,2008.0,1
810,2008.0,1,2012.0,5
811,2007.0,12,2011.0,6
812,1996.0,12,2002.0,11
812,2002.0,11,2007.0,10
812,2007.0,10,2011.0,8
813,2007.0,12,2011.0,4
815,2002.0,12,2008.0,3
817,2003.0,12,2009.0,5
818,1993.0,12,1999.0,10
818,2000.0,10,2005.0,5
818,2005.0,5,2017.0,8
819,2003.0,4,2009.0,5
820,1993.0,7,1999.0,3
820,1999.0,3,2004.0,10
820,2004.0,10,2016.0,10
821,1997.0,5,2003.0,12
821,2003.0,12,2008.0,3
822,1990.0,12,1996.0,5
822,1996.0,5,2001.0,2
822,2002.0,2,2014.0,4
823,1998.0,12,2004.0,3
823,2004.0,3,2009.0,10
823,2010.0,10,2011.0,2
824,1991.0,5,1997.0,10
824,1998.0,10,2003.0,1
824,2003.0,1,2015.0,7
825,2012.0,12,2016.0,7
827,2010.0,5,2014.0,1
829,2002.0,12,2008.0,7
830,2001.0,4,2007.0,4
831,2005.0,5,2011.0,6
832,2003.0,12,2009.0,8
833,1997.0,12,2003.0,4
833,2003.0,4,2008.0,11
833,2008.0,11,2012.0,7
834,1997.0,5,2003.0,3
834,2003.0,3,2008.0,2
835,2008.0,12,2012.0,2
836,2007.0,12,2011.0,1
838,1996.0,12,2002.0,3
838,2002.0,3,2007.0,8
838,2007.0,8,2011.0,2
839,2012.0,5,2016.0,6
842,2010.0,5,2014.0,10
843,2000.0,12,2006.0,9
844,2003.0,12,2009.0,4
845,2011.0,5,2015.0,12
846,1998.0,7,2004.0,11
846,2005.0,11,2010.0,10
846,2011.0,10,2012.0,4
847,2009.0,5,2013.0,12
848,2005.0,7,2011.0,2
849,1993.0,12,1999.0,3
849,2000.0,3,2005.0,11
849,2005.0,11,2017.0,8
850,1999.0,12,2005.0,1
850,2005.0,1,2010.0,1
850,2011.0,1,2012.0,3
851,2010.0,12,2014.0,10
852,2002.0,12,2008.0,6
853,1991.0,12,1997.0,2
853,1997.0,2,2002.0,9
853,2002.0,9,2014.0,7
855,2003.0,7,2009.0,6
856,1996.0,12,2002.0,3
856,2003.0,3,2008.0,1
856,2008.0,1,2012.0,9
857,1996.0,7,2002.0,7
857,2003.0,7,2008.0,12
857,2008.0,12,2012.0,10
858,1986.0,4,1992.0,4
858,1993.0,4,1998.0,9
858,1998.0,9,2010.0,8
859,1996.0,12,2002.0,7
859,2002.0,7,2007.0,2
859,2008.0,2,2012.0,10
860,2005.0,5,2011.0,1
861,2010.0,5,2014.0,8
862,1990.0,5,1996.0,6
862,1996.0,6,2001.0,8
862,2001.0,8,2013.0,10
863,1988.0,5,1994.0,11
863,1994.0,11,1999.0,8
863,2000.0,8,2012.0,3
864,1993.0,5,1999.0,9
864,1999.0,9,2004.0,3
864,2004.0,3,2016.0,8
865,1992.0,5,1998.0,11
865,1998.0,11,2003.0,11
865,2004.0,11,2016.0,5
866,2004.0,12,2010.0,10
867,1993.0,12,1999.0,3
867,1999.0,3,2004.0,10
867,2005.0,10,2017.0,3
868,2003.0,12,2009.0,1
869,1991.0,5,1997.0,9
869,1997.0,9,2002.0,10
869,2002.0,10,2014.0,3
870,1998.0,12,2004.0,7
870,2004.0,7,2009.0,10
870,2010.0,10,2011.0,6
871,2006.0,5,2010.0,5
872,1994.0,12,2000.0,9
872,2001.0,9,2006.0,4
872,2006.0,4,2010.0,8
873,1994.0,12,2000.0,4
873,2000.0,4,2005.0,8
873,2005.0,8,2017.0,6
874,1995.0,12,2001.0,8
874,2002.0,8,2007.0,5
874,2007.0,5,2011.0,2
875,2011.0,12,2015.0,8
876,1996.0,12,2002.0,2
876,2002.0,2,2007.0,4
876,2007.0,4,2011.0,3
877,2000.0,12,2006.0,8
878,2008.0,5,2012.0,5
879,2007.0,12,2011.0,6
880,1990.0,4,1996.0,7
880,1997.0,7,2002.0,2
880,2003.0,2,2015.0,1
881,1995.0,5,2001.0,3
881,2002.0,3,2007.0,4
881,2007.0,4,2011.0,6
882,2008.0,5,2012.0,5
883,2009.0,4,2013.0,9
884,1996.0,5,2002.0,4
884,2002.0,4,2007.0,5
884,2008.0,5,2012.0,6
885,1999.0,5,2005.0,12
885,2005.0,12,2010.0,1
885,2011.0,1,2012.0,11
886,1987.0,5,1993.0,12
886,1994.0,12,1999.0,6
886,1999.0,6,2011.0,3
887,1987.0,12,1993.0,1
887,1994.0,1,1999.0,7
887,2000.0,7,2012.0,9
888,1986.0,5,1992.0,7
888,1992.0,7,1997.0,4
888,1997.0,4,2009.0,9
889,1987.0,12,1993.0,5
889,1994.0,5,1999.0,7
889,1999.0,7,2011.0,8
890,1991.0,5,1997.0,9
890,1998.0,9,2003.0,9
890,2004.0,9,2016.0,1
891,2007.0,12,2011.0,10
893,2003.0,5,2009.0,8
895,2006.0,12,2010.0,5
896,1993.0,12,1999.0,5
896,2000.0,5,2005.0,11
896,2005.0,11,2017.0,5
897,2005.0,12,2011.0,7
898,2005.0,5,2011.0,9
899,1996.0,4,2002.0,6
899,2003.0,6,2008.0,2
900,2003.0,5,2009.0,11
901,2006.0,12,2010.0,3
902,2010.0,12,2014.0,5
903,1986.0,12,1992.0,4
903,1992.0,4,1997.0,7
903,1997.0,7,2009.0,9
904,1987.0,12,1993.0,12
904,1994.0,12,1999.0,6
904,1999.0,6,2011.0,7
905,2003.0,5,2009.0,9
906,2006.0,12,2010.0,11
908,2000.0,4,2006.0,8
909,1993.0,5,1999.0,12
909,1999.0,12,2004.0,12
909,2004.0,12,2016.0,2
910,1999.0,12,2005.0,11
910,2005.0,11,2010.0,2
910,2010.0,2,2011.0,4
911,1991.0,12,1997.0,6
911,1997.0,6,2002.0,4
911,2002.0,4,2014.0,9
912,1990.0,5,1996.0,2
912,1996.0,2,2001.0,9
912,2001.0,9,2013.0,9
913,2005.0,12,2011.0,5
914,1993.0,5,1999.0,4
914,1999.0,4,2004.0,3
914,2004.0,3,2016.0,2
915,1987.0,12,1993.0,12
915,1994.0,12,1999.0,7
915,2000.0,7,2012.0,5
917,1993.0,5,1999.0,8
917,1999.0,8,2004.0,5
917,2005.0,5,2017.0,9
918,1992.0,7,1998.0,8
918,1998.0,8,2003.0,11
918,2004.0,11,2016.0,9
919,2000.0,12,2006.0,11
920,1989.0,12,1995.0,6
920,1996.0,6,2001.0,8
920,2001.0,8,2013.0,6
921,1997.0,12,2003.0,8
921,2003.0,8,2008.0,9
921,2008.0,9,2012.0,1
922,1995.0,7,2001.0,7
922,2001.0,7,2006.0,8
922,2006.0,8,2010.0,10
923,1993.0,7,1999.0,3
923,2000.0,3,2005.0,12
923,2005.0,12,2017.0,1
924,1999.0,12,2005.0,3
924,2005.0,3,2010.0,7
924,2010.0,7,2011.0,6
925,2004.0,5,2010.0,12
926,2009.0,5,2013.0,2
927,2006.0,12,2010.0,2
928,2003.0,7,2009.0,6
929,1994.0,12,2000.0,6
929,2000.0,6,2005.0,5
929,2006.0,5,2010.0,8
930,1996.0,12,2002.0,5
930,2002.0,5,2007.0,11
930,2007.0,11,2011.0,9
931,1993.0,5,1999.0,9
931,2000.0,9,2005.0,11
931,2005.0,11,2017.0,9
932,2002.0,12,2008.0,9
933,1998.0,5,2004.0,1
933,2005.0,1,2010.0,9
933,2011.0,9,2012.0,3
934,2011.0,12,2015.0,3
935,2001.0,12,2007.0,3
936,2002.0,12,2008.0,12
938,2008.0,12,2012.0,3
939,2010.0,5,2014.0,11
940,1990.0,12,1996.0,7
940,1996.0,7,2001.0,8
940,2001.0,8,2013.0,9
941,2006.0,5,2010.0,7
942,2004.0,12,2010.0,10
943,2001.0,12,2007.0,12
944,2002.0,12,2008.0,5
945,2003.0,4,2009.0,9
946,2006.0,12,2010.0,11
947,2008.0,5,2012.0,7
948,1998.0,12,2004.0,10
948,2005.0,10,2010.0,8
948,2011.0,8,2012.0,12
949,2006.0,5,2010.0,8
950,2011.0,12,2015.0,8
951,1994.0,7,2000.0,12
951,2000.0,12,2005.0,2
951,2006.0,2,2010.0,7
952,2008.0,12,2012.0,3
953,2004.0,12,2010.0,4
954,1988.0,4,1994.0,7
954,1995.0,7,2000.0,8
954,2000.0,8,2012.0,9
955,2001.0,4,2007.0,3
958,1998.0,12,2004.0,2
958,2004.0,2,2009.0,12
958,2010.0,12,2011.0,6
959,1997.0,12,2003.0,5
959,2003.0,5,2008.0,4
959,2008.0,4,2012.0,11
960,1990.0,12,1996.0,3
960,1996.0,3,2001.0,7
960,2002.0,7,2014.0,4
961,1999.0,5,2005.0,9
962,1991.0,12,1997.0,11
962,1997.0,11,2002.0,7
962,2002.0,7,2014.0,12
963,1992.0,4,1998.0,3
963,1998.0,3,2003.0,2
963,2003.0,2,2015.0,5
964,1999.0,12,2005.0,3
965,1995.0,4,2001.0,4
965,2001.0,4,2006.0,9
965,2006.0,9,2010.0,9
966,2004.0,7,2010.0,5
967,2011.0,5,2015.0,9
968,1997.0,12,2003.0,10
968,2003.0,10,2008.0,6
969,1989.0,12,1995.0,6
969,1995.0,6,2000.0,11
969,2000.0,11,2012.0,5
970,1994.0,5,2000.0,10
970,2001.0,10,2006.0,11
970,2007.0,11,2011.0,5
971,1989.0,12,1995.0,10
971,1995.0,10,2000.0,3
971,2001.0,3,2013.0,9
